alleen in mozaïek met zelfstandige vegetaties van H1320 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2310 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2120 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2130_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H7110_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H1330_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2190_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H3160 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H9160_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2310 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H6120 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H3160 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2190_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H6410 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H3130 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H9190 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H9120 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7230 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2140_A en niet dominant | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H9160_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3140 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H3130 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7110_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H3260_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2120 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H7150 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2330 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H4030; alle matige vegetaties maken maximaal 20% van het habitattype uit èn zijn maximaal 1 ha groot | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H91F0 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H9160_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H9110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede vegetaties van H4030; alle matige vegetaties maken maximaal 20% van het habitattype uit èn zijn maximaal 1 ha groot | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3150 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3270 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2130_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H4010_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2130_C | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7140_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H91D0 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H1330_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2130_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H9160_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2190_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H4010_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H1310_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H6230 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H2190_C | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3260_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3260_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H4010_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7110_B en maximaal 10% van het habitattype uitmakend | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H3260_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H2310; alle matige vegetaties maken maximaal 20% van het habitattype uit èn zijn maximaal 1 ha groot | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7150 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H91F0 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H4030 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H2130_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetatie van 2110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H3110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H6210; alle mozaïekvegetaties maken maximaal 50% van het habitattype uit | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H1310_A | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H1330_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H4030 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met goede zelfstandige vegetaties van H4010_A; alle matige vegetaties maken maximaal 20% van het habitattype uit èn zijn maximaal 1 ha groot | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in fijnschalig mozaïek met goede zelfstandige vegetaties van H3130 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H91D0 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H91E0_C | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met of als rand langs zelfstandige vegetaties van H9110 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H7140_B | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige vegetaties van H3160 | "{
    ""type"": ""PlaceholderMozaiek""
}"
alleen in mozaïek met zelfstandige en mozaïekvegetaties van H1330_A | "{
    ""type"": ""PlaceholderMozaiek""
}"

