Locatie,SoortCode,Bedekking,Aantalsklasse,Bedekking_num
12,1099,"o","3",3
38,326,"r","3",1
38,1099,"s","2",1
40,1226,"r","3",1
41,326,"s","2",1
66,418,"o","4",3
66,420,"f","4",8
66,688,"o","4",3
67,420,"r","3",1
67,427,"f","4",8
69,420,"f","4",8
69,427,"o","3",3
71,219,"o","4",3
71,427,"f","4",8
75,346,"r","3",1
75,1255,"o","4",3
75,1275,"o","4",3
77,427,"o","3",3
77,688,"o","3",3
81,346,"o","4",3
82,420,"r","2",1
82,427,"o","4",3
82,688,"o","4",3
82,1099,"r","2",1
83,418,"r","3",1
83,420,"o","3",3
83,427,"o","4",3
83,688,"a","5",15
84,212,"f","4",8
85,212,"r","3",1
85,427,"f","5",8
87,420,"r","2",1
88,212,"o","3",3
88,427,"o","3",3
90,427,"o","4",3
92,212,"f","4",8
92,427,"o","4",3
96,178,"a","5",15
120,418,"lf","4",3
120,420,"o","3",3
120,473,"lf","4",3
121,418,"s","1",1
121,420,"f","5",8
121,427,"f","5",8
121,688,"lf","4",3
123,427,"la","4",9
124,427,"o","3",3
126,427,"s","2",1
130,688,"o","3",3
131,420,"o","2",3
135,1099,"s","1",1
137,420,"r","3",1
141,420,"lf","4",3
143,346,"s","3",1
143,420,"f","5",8
149,418,"lf","5",3
149,420,"s","1",1
150,418,"o","4",3
150,420,"o","4",3
150,688,"lf","4",3
152,418,"la","5",9
158,346,"r","3",1
158,418,"r","2",1
158,1385,"r","3",1
159,688,"r","3",1
160,420,"lf","4",3
160,427,"lf","4",3
160,688,"lf","4",3
161,427,"o","3",3
163,427,"r","2",1
164,427,"f","4",8
165,427,"lf","4",3
169,427,"o","3",3
177,420,"r","3",1
184,427,"f","4",8
184,1099,"s","1",1
185,1099,"r","2",1
186,427,"f","4",8
186,1099,"r","2",1
188,418,"r","3",1
188,420,"f","5",8
188,427,"lf","4",3
189,420,"r","3",1
189,688,"o","4",3
190,420,"f","4",8
190,1099,"s","1",1
191,418,"o","3",3
191,420,"f","3",8
191,688,"o","4",3
192,427,"f","3",8
192,688,"a","4",15
192,1385,"o","3",3
194,346,"o","3",3
194,420,"o","4",3
194,427,"o","3",3
194,688,"a","5",15
195,418,"o","3",3
195,420,"o","3",3
196,418,"o","3",3
196,420,"f","3",8
196,427,"o","3",3
196,688,"o","3",3
196,1324,"r","4",1
199,420,"o","3",3
199,427,"f","4",8
199,688,"a","4",15
200,420,"f","4",8
200,688,"o","3",3
206,427,"f","4",8
206,688,"f","4",8
206,1099,"o","3",3
207,427,"o","3",3
207,688,"o","3",3
211,420,"f","3",8
211,688,"f","3",8
212,427,"a","4",15
212,688,"a","4",15
213,420,"o","3",3
213,427,"o","3",3
213,688,"f","5",8
214,688,"o","3",3
215,212,"f","4",8
216,212,"f","4",8
217,420,"o","3",3
217,427,"r","3",1
217,1099,"o","3",3
218,420,"o","4",3
218,427,"o","4",3
218,688,"o","4",3
220,1255,"a","4",15
221,427,"f","3",8
221,688,"f","4",8
223,688,"a","5",15
224,420,"o","3",3
224,427,"o","3",3
224,688,"f","4",8
226,1255,"o","3",3
227,688,"f","5",8
228,427,"f","4",8
228,688,"a","5",15
228,1099,"o","3",3
229,427,"o","3",3
229,688,"a","4",15
230,427,"f","4",8
230,688,"a","5",15
231,688,"o","3",3
233,212,"f","4",8
234,1255,"f","3",8
235,212,"f","4",8
235,427,"o","4",3
235,688,"r","3",1
236,420,"r","2",1
236,427,"o","3",3
237,212,"la","4",9
239,427,"r","2",1
242,346,"o","3",3
242,420,"o","4",3
242,427,"o","3",3
242,688,"r","3",1
242,3174,"r","4",1
244,212,"f","3",8
245,212,"o","3",3
245,688,"f","4",8
245,1324,"s","3",1
247,212,"o","3",3
247,427,"o","3",3
247,688,"lf","4",3
247,1324,"s","3",1
249,427,"o","3",3
250,427,"f","5",8
250,688,"lf","4",3
251,420,"o","4",3
251,427,"o","3",3
251,688,"o","3",3
252,1255,"d","5",60
260,212,"a","5",15
262,212,"f","4",8
263,212,"f","4",8
267,427,"o","3",3
269,212,"a","5",15
269,427,"o","3",3
270,212,"f","4",8
270,427,"r","3",1
271,1255,"a","5",15
276,427,"o","3",3
281,1255,,,40
282,420,"o","3",3
282,427,"o","3",3
283,427,"lf","4",3
285,178,"r","3",1
288,427,"o","3",3
288,1255,"ld","5",22
289,427,"o","3",3
293,346,"s","2",1
298,427,"o","4",3
302,427,"la","5",9
303,427,"la","5",9
305,3011,"o","4",3
305,420,"s","1",1
305,626,"a","5",15
309,427,"lf","4",3
310,427,"r","2",1
311,248,"o","3",3
311,473,"f","5",8
313,427,"o","3",3
313,688,"o","3",3
314,427,"f","4",8
316,346,"lf","4",3
316,427,"lf","5",3
316,688,"lf","5",3
316,1099,"r","2",1
318,427,"r","2",1
319,427,"lf","4",3
327,427,"ld","5",22
328,427,"lf","4",3
328,1255,"s","1",1
329,427,"lf","4",3
330,427,"lf","4",3
333,346,"o","3",3
333,418,"lf","4",3
333,420,"lf","4",3
333,427,"o","3",3
333,688,"lf","4",3
334,427,"o","3",3
341,420,"o","3",3
342,418,"r","2",1
342,420,"f","5",8
342,427,"o","3",3
342,688,"f","5",8
343,427,"d","5",60
343,1255,"r","3",1
344,688,"f","5",8
345,427,"o","4",3
345,688,"f","5",8
346,427,"r","2",1
346,688,"r","2",1
347,427,"f","5",8
348,346,"o","3",3
348,418,"o","3",3
348,420,"s","1",1
348,427,"lf","4",3
348,688,"la","5",9
348,1275,"o","3",3
348,2153,"ld","5",22
349,418,"o","4",3
349,420,"o","4",3
349,688,"la","5",9
350,427,"o","3",3
350,688,"r","2",1
351,346,"o","3",3
351,420,"r","2",1
351,427,"f","4",8
351,688,"d","5",60
352,346,"r","2",1
352,420,"r","2",1
352,427,"f","5",8
352,688,"d","5",60
353,420,"o","3",3
353,1255,"f","5",8
354,418,"o","3",3
354,420,"f","4",8
354,427,"o","3",3
354,688,"la","5",9
354,2153,"ld","5",22
355,418,"s","1",1
355,420,"s","1",1
355,427,"o","3",3
355,688,"a","5",15
355,2153,"ld","5",22
356,418,"f","4",8
356,420,"r","2",1
356,427,"o","3",3
356,688,"a","5",15
356,2153,"ld","5",22
357,427,"f","4",8
357,688,"d","5",60
357,2153,"ld","5",22
358,418,"f","5",8
358,420,"o","4",3
358,688,"a","5",15
358,2153,"ld","5",22
359,2153,"d","5",60
362,420,"r","3",1
362,427,"f","4",8
363,427,"lf","5",3
363,1255,"o","3",3
365,418,"o","3",3
365,420,"lf","4",3
365,427,"f","5",8
365,688,"lf","4",3
365,1324,"f","4",8
366,418,"o","3",3
366,420,"lf","4",3
366,427,"d","5",60
366,1099,"r","2",1
366,1255,"lf","4",3
368,418,"lf","5",3
368,420,"o","3",3
368,427,"lf","5",3
368,688,"lf","5",3
368,908,"s","1",1
370,1324,"lf","4",3
371,418,"f","5",8
371,420,"s","1",1
371,427,"f","4",8
371,688,"f","5",8
372,418,"la","5",9
372,420,"r","2",1
372,427,"o","4",3
372,688,"r","3",1
373,427,"a","5",15
375,418,"o","3",3
375,427,"r","2",1
376,346,"o","3",3
376,418,"o","4",3
376,420,"r","2",1
376,427,"lf","5",3
376,688,"o","4",3
377,427,"a","5",15
377,688,"la","4",9
378,346,"o","3",3
378,418,"o","3",3
378,427,"lf","5",3
378,688,"lf","5",3
379,418,"f","4",8
379,427,"o","3",3
379,688,"f","4",8
381,427,"o","3",3
384,427,"o","3",3
385,427,"o","4",3
388,427,"o","3",3
390,178,"r","4",1
393,427,"r","3",1
400,1099,"s","1",1
405,427,"f","5",8
420,427,"lf","4",3
422,418,"s","1",1
422,427,"lf","4",3
422,688,"lf","4",3
423,427,"lf","5",3
425,427,"lf","4",3
427,420,"o","3",3
427,427,"lf","4",3
427,688,"o","3",3
429,418,"lf","5",3
429,420,"o","4",3
429,427,"la","5",9
429,688,"la","5",9
430,427,"ld","5",22
431,427,"d","5",60
433,427,"f","5",8
434,427,"lf","4",3
435,346,"o","3",3
435,420,"lf","4",3
435,427,"lf","5",3
435,473,"s","2",1
435,1324,"lf","4",3
436,418,"o","3",3
436,420,"o","3",3
436,473,"r","2",1
437,346,"o","4",3
437,420,"o","3",3
437,427,"a","5",15
437,688,"a","5",15
438,346,"o","4",3
438,427,"a","5",15
438,688,"a","5",15
439,420,"lf","4",3
439,427,"la","5",9
439,688,"la","5",9
440,187,"a","4",15
440,714,"f","4",8
440,1183,"f","4",8
440,1275,"f","4",8
441,187,"o","4",3
441,346,"a","5",15
441,1332,"s","2",1
441,688,"s","4",1
441,923,"s","3",1
442,187,"f","4",8
444,187,"a","4",15
444,346,"lf","4",3
444,714,"f","4",8
444,1183,"o","2",3
444,1275,"o","3",3
444,1332,"f","4",8
445,187,"a","4",15
445,346,"la","4",9
445,714,"f","4",8
445,923,"o","3",3
445,1183,"f","3",8
445,1275,"f","4",8
445,1332,"f","4",8
445,688,"s","4",1
446,187,"f","3",8
446,688,"s","4",1
446,923,"s","3",1
446,1183,"o","3",3
449,714,"f","4",8
453,187,"a","4",15
453,670,"s","4",1
453,714,"f","4",8
453,1183,"f","4",8
453,1255,"f","4",8
454,237,"r","2",1
454,346,"a","5",15
454,670,"s","4",1
455,187,"o","2",3
455,1275,"o","3",3
455,237,"s","2",1
457,187,"a","4",15
457,714,"f","5",8
457,1275,"f","4",8
458,187,"lf","4",3
458,346,"la","5",9
458,714,"o","3",3
459,187,"f","3",8
459,714,"o","3",3
459,1183,"s","2",1
462,187,"a","5",15
462,1183,"s","3",1
462,1275,"o","3",3
462,688,"s","4",1
465,187,"a","5",15
465,714,"f","4",8
465,1183,"o","3",3
465,1275,"f","4",8
465,1332,"a","5",15
467,187,"f","4",8
467,688,"s","4",1
467,714,"o","3",3
467,1183,"lf","4",3
467,1275,"o","3",3
467,1332,"s","2",1
468,187,"o","2",3
468,248,"s","3",1
468,346,"o","5",3
468,1183,"o","3",3
468,1275,"f","5",8
468,688,"s","4",1
474,178,"f","4",8
474,1099,"r","3",1
479,427,"f","5",8
480,427,"f","5",8
482,427,"f","4",8
482,688,"o","4",3
482,1324,"o","5",3
483,427,"f","4",8
486,427,"f","4",8
486,688,"o","4",3
487,346,"o","4",3
487,418,"o","4",3
487,420,"r","3",1
487,427,"o","4",3
487,688,"o","4",3
487,1324,"o","5",3
488,688,"a","5",15
488,1324,"a","5",15
489,1324,"a","5",15
490,1324,"a","5",15
491,427,"o","4",3
491,1099,"r","3",1
492,326,"s","2",1
492,688,"a","5",15
492,1324,"a","5",15
493,346,"o","4",3
493,688,"a","5",15
493,1324,"a","5",15
494,346,"o","4",3
494,688,"a","5",15
494,1324,"a","5",15
496,326,"f","4",8
497,346,"o","3",3
497,688,"o","3",3
498,418,"o","4",3
498,420,"r","3",1
498,427,"o","4",3
498,688,"o","4",3
499,326,"o","3",3
499,427,"f","5",8
499,688,"f","4",8
499,1099,"s","2",1
500,427,"f","4",8
500,688,"o","4",3
502,420,"r","3",1
502,427,"f","4",8
502,688,"f","4",8
505,420,"r","3",1
505,427,"f","4",8
505,688,"f","4",8
507,418,"r","3",1
507,420,"r","3",1
507,427,"o","4",3
507,688,"f","5",8
507,1324,"o","4",3
509,326,"o","3",3
509,346,"o","4",3
509,688,"f","5",8
509,1324,"f","5",8
510,688,"f","4",8
510,1324,"o","4",3
517,326,"f","4",8
517,1099,"r","2",1
518,346,"o","4",3
518,418,"o","4",3
518,420,"r","3",1
518,427,"o","4",3
518,688,"o","4",3
518,1324,"o","5",3
519,326,"o","3",3
519,688,"a","5",15
519,1324,"f","5",8
520,427,"f","4",8
520,688,"f","4",8
521,326,"o","3",3
521,427,"f","4",8
521,688,"f","5",8
521,1324,"f","5",8
522,1324,"f","4",8
523,420,"r","3",1
523,427,"o","4",3
523,688,"o","4",3
525,418,"o","4",3
525,420,"r","3",1
526,427,"f","5",8
528,346,"r","3",1
528,427,"f","4",8
541,427,"o","3",3
548,427,"f","4",8
550,427,"f","4",8
553,420,"s","1",1
553,427,"o","4",3
553,1324,"r","4",1
554,212,"r","4",1
555,427,"f","4",8
556,688,"a","5",15
557,326,"o","3",3
557,688,"r","3",1
558,688,"a","4",15
559,688,"r","3",1
560,688,"a","5",15
560,1324,"r","4",1
565,427,"f","4",8
570,212,"o","4",3
572,420,"s","1",1
572,427,"o","4",3
573,427,"a","4",15
574,346,"f","5",8
574,427,"f","5",8
574,688,"o","4",3
576,420,"s","1",1
576,427,"f","5",8
577,427,"f","5",8
579,427,"r","3",1
581,420,"s","1",1
581,427,"o","3",3
583,420,"r","3",1
583,427,"o","4",3
584,427,"o","4",3
587,212,"o","4",3
588,346,"r","3",1
588,427,"o","4",3
588,688,"o","4",3
589,212,"o","4",3
590,420,"s","1",1
590,688,"o","4",3
591,346,"f","4",8
591,420,"s","2",1
591,427,"a","5",15
591,688,"f","4",8
592,427,"a","4",15
593,427,"a","4",15
594,219,"o","3",3
594,688,"r","3",1
594,1324,"f","5",8
595,219,"f","4",8
595,418,"o","4",3
595,420,"s","1",1
595,908,"s","1",1
597,219,"r","2",1
597,1324,"f","5",8
597,1327,"r","2",1
598,212,"o","3",3
598,346,"o","3",3
598,420,"o","3",3
598,427,"a","5",15
598,626,"o","4",3
598,688,"o","4",3
598,714,"f","4",8
598,1099,"r","2",1
598,1275,"r","2",1
599,212,"r","2",1
600,212,"r","3",1
600,346,"o","4",3
600,418,"o","5",3
600,420,"f","4",8
600,427,"o","5",3
600,1230,"s","1",1
600,1324,"s","4",1
600,1327,"s","2",1
602,418,"f","5",8
602,420,"f","4",8
602,427,"o","3",3
602,890,"s","1",1
602,908,"s","2",1
604,219,"f","4",8
604,420,"f","3",8
604,427,"a","5",15
604,626,"o","3",3
604,688,"la","5",9
604,714,"f","4",8
604,890,"f","3",8
604,1099,"a","2",15
610,427,"r","3",1
611,212,"r","3",1
614,346,"r","4",1
614,418,"f","5",8
614,420,"f","5",8
614,427,"r","5",1
614,688,"o","5",3
614,714,"r","2",1
614,3011,"r","5",1
614,890,"s","1",1
616,212,"o","4",3
617,688,"r","4",1
618,212,"o","3",3
618,427,"o","4",3
618,688,"f","4",8
618,1324,"lf","5",3
619,420,"o","3",3
619,427,"f","5",8
619,688,"f","5",8
619,1099,"s","1",1
619,1324,"la","5",9
620,1324,"f","5",8
621,212,"o","3",3
621,427,"s","2",1
621,1324,"r","4",1
622,219,"r","2",1
622,418,"f","5",8
622,714,"s","1",1
622,1099,"s","1",1
623,212,"o","4",3
626,212,"d","5",60
629,212,"o","3",3
629,427,"f","5",8
629,456,"s","1",1
630,688,"r","3",1
632,219,"la","4",9
632,418,"o","5",3
632,3011,"s","3",1
637,212,"o","3",3
638,418,"f","5",8
638,420,"f","5",8
638,427,"r","4",1
638,456,"s","1",1
638,3011,"r","5",1
638,890,"r","2",1
641,418,"f","4",8
641,3011,"f","5",8
644,212,"r","3",1
644,427,"a","5",15
644,651,"o","4",3
644,688,"r","3",1
644,890,"o","3",3
645,427,"o","4",3
646,212,"o","3",3
646,346,"o","3",3
646,427,"lf","5",3
646,688,"la","5",9
646,890,"r","2",1
647,346,"o","3",3
647,427,"f","5",8
647,688,"la","5",9
647,1255,"r","3",1
648,346,"o","3",3
649,346,"o","3",3
650,346,"o","3",3
650,427,"o","4",3
650,688,"o","3",3
651,212,"f","4",8
655,346,"o","3",3
655,427,"o","3",3
656,212,"la","4",9
657,427,"f","4",8
657,688,"o","3",3
658,427,"f","4",8
658,688,"r","3",1
661,420,"f","4",8
661,427,"f","4",8
661,688,"o","4",3
667,420,"f","4",8
667,427,"o","4",3
667,688,"o","4",3
669,420,"r","3",1
669,427,"o","4",3
676,1255,"f","4",8
678,427,"o","4",3
680,420,"s","2",1
680,427,"f","4",8
685,427,"f","5",8
686,427,"o","4",3
687,427,"f","5",8
689,346,"r","3",1
689,418,"r","3",1
689,473,"r","4",1
689,688,"o","4",3
692,427,"a","5",15
692,688,"f","4",8
693,346,"r","3",1
693,418,"r","4",1
693,473,"r","3",1
693,688,"o","4",3
693,3011,"r","3",1
696,346,"r","4",1
696,418,"o","4",3
696,473,"o","4",3
696,688,"o","4",3
696,3011,"r","4",1
700,427,"a","5",15
700,688,"f","4",8
702,1255,"a","4",15
710,346,"o","4",3
710,427,"o","4",3
710,688,"o","3",3
711,346,"o","3",3
711,418,"o","4",3
711,420,"s","2",1
711,427,"o","4",3
711,688,"o","4",3
713,427,"o","3",3
713,688,"o","4",3
715,638,"a","5",15
715,1099,"f","3",8
716,212,"r","3",1
716,427,"o","4",3
716,688,"f","4",8
717,418,"o","4",3
717,420,"o","4",3
717,427,"o","4",3
717,688,"o","4",3
718,427,"f","5",8
722,427,"f","5",8
728,418,"o","4",3
728,420,"r","3",1
728,427,"o","4",3
728,688,"o","4",3
728,908,"s","2",1
729,1255,"f","4",8
730,212,"f","5",8
730,427,"f","4",8
731,212,"f","5",8
731,427,"o","4",3
732,427,"o","4",3
732,688,"o","4",3
734,420,"s","2",1
734,427,"f","4",8
734,688,"r","3",1
736,418,"o","4",3
736,420,"o","4",3
736,427,"o","4",3
736,688,"f","5",8
736,908,"s","2",1
738,427,"f","4",8
739,427,"f","4",8
741,1255,"s","2",1
743,427,"a","4",15
746,418,"r","3",1
746,420,"r","3",1
746,427,"o","4",3
746,688,"o","4",3
747,427,"f","4",8
747,688,"o","4",3
748,427,"r","3",1
749,418,"f","5",8
749,420,"r","3",1
749,688,"o","4",3
757,427,"f","4",8
759,427,"f","4",8
761,427,"o","3",3
762,427,"o","3",3
765,420,"s","2",1
766,346,"o","3",3
766,427,"o","3",3
769,212,"o","4",3
769,346,"o","4",3
769,1099,"o","4",3
770,346,"o","3",3
771,212,"f","4",8
775,212,"f","3",8
776,178,"r","3",1
778,346,"o","4",3
778,420,"r","3",1
778,427,"o","4",3
778,688,"o","4",3
779,427,"o","3",3
779,688,"o","3",3
781,427,"f","4",8
781,1099,"f","3",8
784,1099,"o","2",3
785,1099,"f","3",8
786,1099,"f","4",8
791,1099,"f","4",8
792,1099,"s","2",1
795,1099,"o","3",3
796,1099,"s","2",1
802,427,"f","4",8
804,1099,"s","2",1
812,1099,"f","4",8
813,427,"f","4",8
813,1099,"f","4",8
814,427,"f","4",8
814,1099,"f","3",8
820,418,"r","3",1
820,420,"o","4",3
820,427,"o","4",3
820,688,"o","4",3
821,212,"f","4",8
822,346,"f","4",8
822,418,"s","2",1
822,420,"s","2",1
822,427,"o","4",3
822,688,"f","4",8
823,427,"o","4",3
823,688,"o","4",3
824,346,"r","3",1
824,420,"o","3",3
824,427,"o","4",3
824,688,"o","4",3
824,1324,"r","4",1
825,549,"r","3",1
825,1324,"r","4",1
829,346,"o","4",3
829,427,"o","4",3
829,688,"a","5",15
829,1324,"f","5",8
831,1324,"a","5",15
833,418,"o","4",3
833,688,"o","4",3
835,427,"o","4",3
835,688,"f","4",8
835,1324,"a","5",15
836,688,"f","4",8
836,1324,"a","4",15
838,420,"s","2",1
839,346,"o","3",3
839,420,"r","3",1
839,427,"o","4",3
840,418,"r","4",1
840,420,"s","2",1
840,688,"o","4",3
841,473,"o","3",3
841,1324,"o","4",3
842,427,"o","4",3
842,688,"f","4",8
842,1099,"s","2",1
842,1324,"a","5",15
844,427,"f","4",8
846,427,"o","4",3
846,688,"o","4",3
850,346,"r","3",1
850,418,"r","3",1
850,420,"r","3",1
850,427,"o","4",3
850,688,"o","4",3
854,688,"o","4",3
856,688,"o","4",3
857,427,"f","4",8
857,688,"f","4",8
859,346,"r","3",1
859,420,"r","3",1
859,427,"f","4",8
859,688,"a","5",15
859,1099,"s","2",1
859,1324,"f","4",8
860,427,"f","5",8
860,688,"f","5",8
861,420,"r","3",1
861,427,"f","4",8
861,688,"f","4",8
861,1324,"f","5",8
862,427,"o","4",3
862,688,"o","4",3
863,326,"s","2",1
863,418,"r","3",1
863,420,"o","4",3
863,427,"o","4",3
863,688,"o","4",3
864,420,"s","2",1
864,427,"f","4",8
865,427,"f","4",8
865,1099,"r","3",1
866,427,"f","4",8
866,1099,"r","3",1
867,326,"s","2",1
867,427,"a","5",15
875,418,"o","4",3
875,420,"o","4",3
875,427,"o","4",3
875,688,"o","4",3
875,3011,"r","3",1
875,1324,"r","4",1
877,688,"a","5",15
877,1324,"f","5",8
878,427,"f","5",8
878,688,"o","4",3
878,1324,"r","4",1
882,420,"r","3",1
882,427,"o","4",3
882,688,"o","4",3
883,427,"o","4",3
883,688,"o","4",3
884,418,"o","4",3
884,420,"o","4",3
884,688,"o","4",3
885,427,"f","4",8
885,1099,"r","3",1
886,427,"o","4",3
886,688,"f","4",8
886,1324,"r","3",1
889,688,"f","5",8
889,1099,"r","3",1
889,1324,"f","5",8
890,427,"f","4",8
890,688,"f","4",8
891,427,"o","4",3
891,688,"o","4",3
892,418,"o","4",3
892,420,"r","3",1
892,427,"o","4",3
892,688,"o","4",3
894,427,"f","4",8
895,420,"o","4",3
895,427,"o","4",3
896,427,"f","4",8
897,427,"o","4",3
897,651,"o","3",3
897,688,"o","4",3
897,714,"s","2",1
898,427,"f","5",8
898,688,"f","5",8
898,1099,"r","3",1
899,427,"f","4",8
899,651,"o","3",3
899,688,"f","4",8
900,418,"o","4",3
900,420,"r","3",1
900,427,"o","4",3
900,688,"o","4",3
900,1324,"r","4",1
901,427,"f","4",8
901,688,"o","4",3
905,427,"o","4",3
905,688,"o","4",3
905,1324,"o","5",3
908,346,"r","3",1
908,418,"r","3",1
908,427,"o","4",3
908,688,"f","4",8
908,1099,"r","3",1
908,1324,"r","4",1
910,427,"f","4",8
910,1099,"r","3",1
912,1183,"o","2",3
913,187,"f","5",8
913,714,"f","4",8
913,1275,"o","3",3
914,346,"d","5",60
915,187,"o","3",3
916,187,"a","4",15
916,248,"o","4",3
916,714,"f","4",8
916,821,"s","4",1
916,1183,"o","2",3
916,1275,"f","4",8
916,1362,"o","3",3
917,248,"la","5",9
917,346,"o","4",3
919,248,"o","3",3
919,346,"d","5",60
920,187,"o","3",3
920,248,"f","4",8
920,346,"a","5",15
920,1362,"o","3",3
922,187,"o","3",3
922,346,"o","3",3
922,714,"o","3",3
922,1275,"o","2",3
923,248,"o","4",3
923,346,"a","5",15
924,187,"a","5",15
925,187,"o","5",3
925,248,"s","3",1
925,1183,"s","3",1
926,187,"o","3",3
926,714,"f","4",8
927,346,"a","5",15
928,187,"f","4",8
928,346,"o","3",3
928,714,"f","3",8
928,1362,"lf","3",3
929,346,"d","5",60
930,187,"f","3",8
930,626,"f","4",8
930,714,"la","4",9
930,1275,"o","3",3
931,187,"a","3",15
931,1275,"s","1",1
933,346,"d","5",60
934,187,"f","4",8
934,346,"lf","4",3
934,714,"f","4",8
935,346,"a","5",15
936,346,"o","3",3
939,187,"o","3",3
940,346,"d","5",60
941,212,"f","4",8
942,212,"f","3",8
947,1099,"s","1",1
949,427,"ld","5",22
949,1099,"r","2",1
951,1099,"r","2",1
953,420,"o","4",3
953,427,"o","3",3
956,420,"o","4",3
957,420,"o","4",3
958,420,"o","4",3
962,427,"a","5",15
962,1099,"o","3",3
966,427,"f","4",8
968,346,"o","3",3
968,420,"f","5",8
968,427,"d","5",60
968,688,"f","4",8
969,427,"la","5",9
970,427,"ld","5",22
970,1099,"r","3",1
970,1255,"o","3",3
973,427,"f","4",8
973,688,"f","5",8
973,1099,"o","3",3
974,427,"f","3",8
974,1099,"o","3",3
975,688,"o","3",3
976,427,"f","4",8
977,427,"f","5",8
977,688,"o","3",3
979,427,"la","4",9
981,420,"o","3",3
981,427,"r","2",1
981,688,"s","2",1
982,228,"r","2",1
982,418,"lf","4",3
982,420,"lf","4",3
982,427,"lf","4",3
982,688,"o","3",3
982,3172,"lf","4",3
983,346,"r","2",1
983,427,"a","5",15
983,688,"o","2",3
984,418,"lf","5",3
984,420,"o","4",3
984,427,"o","4",3
984,688,"o","2",3
985,420,"r","2",1
985,427,"lf","5",3
985,688,"o","3",3
985,1099,"o","3",3
986,427,"ld","5",22
987,427,"ld","5",22
988,427,"ld","5",22
989,427,"ld","5",22
990,427,"ld","5",22
991,420,"o","3",3
991,427,"ld","5",22
993,427,"la","4",9
