ID,LOCTYPE,X_COORD,Y_COORD,GROEP,NUMMER,NAAM,WETENS,SBB_KL,TANSLEY,DATUM,WAARN,OPM
50402,"p",189550,538215,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",2,"r","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26804"
50403,"p",189564,538171,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",3,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26805"
50404,"p",189582,538144,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26806"
50405,"p",189782,538306,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26814"
50406,"p",189656,538257,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26826"
50407,"p",189656,538257,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",2,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26826"
50408,"p",189664,538241,9.0000000000000000e+00,1323,"Plat blaasjeskruid","Utricularia intermedia",3,"r","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26830"
50409,"p",189667,538027,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26834"
50410,"p",189666,538009,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26835"
50411,"p",189758,537881,9.0000000000000000e+00,1323,"Plat blaasjeskruid","Utricularia intermedia",3,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26836"
50412,"p",189832,537785,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26837"
50413,"p",189778,538209,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26839"
50414,"p",189479,538796,9.0000000000000000e+00,1275,"Poelruit","Thalictrum flavum",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28002"
50415,"p",189495,538812,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28003"
50416,"p",189612,538681,9.0000000000000000e+00,857,"Borstelgras","Nardus stricta",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28011"
50417,"p",189612,538681,9.0000000000000000e+00,1275,"Poelruit","Thalictrum flavum",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28011"
50418,"p",189534,538767,9.0000000000000000e+00,549,"Liggend walstro","Galium saxatile",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28021"
50419,"p",189534,538767,9.0000000000000000e+00,1199,"Tandjesgras","Danthonia decumbens",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28021"
50420,"p",189616,538649,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28022"
50421,"p",189516,538305,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28056"
50422,"p",189516,538305,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28056"
50423,"p",189516,538305,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"s","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28056"
50424,"p",189477,538380,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28059"
50425,"p",189521,538324,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28063"
50426,"p",189521,538324,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28063"
50427,"p",189530,538312,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28064"
50428,"p",189483,538593,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","07/19/13 00:00:00","Ronald Bakker","org.nr. =  28068"
50429,"p",189542,538500,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/21/13 00:00:00","Ronald Bakker","org.nr. =  28073"
50430,"p",189587,538608,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28085"
50431,"p",189628,538537,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28088"
50432,"p",189628,538537,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28088"
50433,"p",189631,538366,9.0000000000000000e+00,239,"Draadzegge","Carex lasiocarpa",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28092"
50434,"p",189650,538334,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28093"
50435,"p",189617,538395,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28094"
50436,"p",189573,538436,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28096"
50437,"p",189576,538476,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28099"
50438,"p",189636,538334,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","07/23/13 00:00:00","Ronald Bakker","org.nr. =  28105"
50439,"p",189605,538643,9.0000000000000000e+00,651,"Gevleugeld hertshooi","Hypericum tetrapterum",1,"s","07/31/13 00:00:00","Ronald Bakker","org.nr. =  28108"
50440,"p",189755,538536,9.0000000000000000e+00,346,"Wateraardbei","Comarum palustris",3,"o","08/01/13 00:00:00","Theo Jager","org.nr. =  28120"
50441,"p",189755,538536,9.0000000000000000e+00,441,"Brede waterpest","Elodea canadensis",4,"a","08/01/13 00:00:00","Theo Jager","org.nr. =  28120"
50442,"p",189506,538329,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","08/01/13 00:00:00","Theo Jager","org.nr. =  28125"
50443,"p",189497,538339,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",3,"r","08/01/13 00:00:00","Theo Jager","org.nr. =  28126"
50444,"p",189705,538540,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","08/01/13 00:00:00","Theo Jager","org.nr. =  28127"
50445,"p",189627,538667,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",3,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28501"
50446,"p",189638,538669,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28503"
50447,"p",189643,538677,9.0000000000000000e+00,670,"Veldrus","Juncus acutiflorus",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28504"
50448,"p",189753,538439,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28505"
50449,"p",189771,538444,9.0000000000000000e+00,219,"Zompzegge","Carex curta",2,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28508"
50450,"p",189771,538444,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28508"
50451,"p",189771,538444,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28508"
50452,"p",189771,538444,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28508"
50453,"p",189771,538444,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28508"
50454,"p",189765,538443,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28510"
50455,"p",189765,538443,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",1,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28510"
50456,"p",189763,538524,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28511"
50457,"p",189763,538524,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28511"
50458,"p",189761,538513,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28512"
50459,"p",189761,538513,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28512"
50460,"p",189761,538504,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28513"
50461,"p",189761,538504,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28513"
50462,"p",189852,538388,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28516"
50463,"p",189905,538325,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28518"
50464,"p",189949,538249,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28520"
50465,"p",189949,538249,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28520"
50466,"p",189971,538227,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28521"
50467,"p",189814,538352,9.0000000000000000e+00,1327,"Groot blaasjeskruid","Utricularia vulgaris",1,"s","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28524"
50468,"p",189821,538338,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28525"
50469,"p",189821,538338,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28525"
50470,"p",189821,538338,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28525"
50471,"p",189857,538335,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28526"
50472,"p",189814,538335,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28527"
50473,"p",189832,538350,9.0000000000000000e+00,1327,"Groot blaasjeskruid","Utricularia vulgaris",2,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28528"
50474,"p",189788,538447,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28530"
50475,"p",189828,538368,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28531"
50476,"p",189839,538298,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28532"
50477,"p",189658,538326,9.0000000000000000e+00,857,"Borstelgras","Nardus stricta",3,"s","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28534"
50478,"p",189716,538467,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28535"
50479,"p",189758,538537,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28536"
50480,"p",189758,538537,9.0000000000000000e+00,228,"Sterzegge","Carex echinata",2,"r","05/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  28536"
50481,"p",189645,538704,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28537"
50482,"p",189666,538679,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28538"
50483,"p",189812,538316,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28539"
50484,"p",189844,538300,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28541"
50485,"p",189844,538312,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28542"
50486,"p",189775,538433,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28545"
50487,"p",189783,538423,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28547"
50488,"p",189798,538405,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28548"
50489,"p",189798,538405,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",2,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28548"
50490,"p",189818,538369,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",1,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28549"
50491,"p",189822,538359,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28550"
50492,"p",189829,538337,1.0000000000000000e+01,3024,"Glanzend veenmos","Sphagnum subnitens",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28551"
50493,"p",189829,538337,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28551"
50494,"p",189829,538337,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28551"
50495,"p",189823,538283,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"r","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  28558"
50496,"p",189560,538360,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","07/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  28568"
50497,"p",189504,538407,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"r","07/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  28571"
50498,"p",189540,538361,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","07/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  28572"
50499,"p",189552,538318,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28576"
50500,"p",189521,538351,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28578"
50501,"p",189531,538313,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"s","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28580"
50502,"p",189531,538313,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",1,"s","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28580"
50503,"p",189504,538331,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"s","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28582"
50504,"p",189504,538331,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","07/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  28582"
50505,"p",189770,538517,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",2,"s","07/15/13 00:00:00","Jan Erik Plantinga","org.nr. =  28588"
50506,"p",189862,538280,1.0000000000000000e+01,3016,"Wrattig veenmos","Sphagnum papillosum",3,"r","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28595"
50507,"p",189862,538280,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"s","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28595"
50508,"p",189876,538238,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"s","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28597"
50509,"p",189898,538222,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",3,"r","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28599"
50510,"p",189898,538222,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"s","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28599"
50511,"p",189898,538222,9.0000000000000000e+00,418,"Ronde zonnedauw","Drosera rotundifolia",5,"a","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28599"
50512,"p",189753,538565,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","07/23/13 00:00:00","Jan Erik Plantinga","org.nr. =  28602"
50513,"p",189829,538423,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","07/30/13 00:00:00","Jan Erik Plantinga","org.nr. =  28604"
50514,"p",189829,538423,1.0000000000000000e+01,3016,"Wrattig veenmos","Sphagnum papillosum",4,"r","07/30/13 00:00:00","Jan Erik Plantinga","org.nr. =  28604"
50515,"p",189723,538489,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","07/30/13 00:00:00","Jan Erik Plantinga","org.nr. =  28609"
50516,"p",189710,538480,1.0000000000000000e+01,3024,"Glanzend veenmos","Sphagnum subnitens",3,"s","07/30/13 00:00:00","Jan Erik Plantinga","org.nr. =  28611"
50517,"p",189744,538496,1.0000000000000000e+01,3024,"Glanzend veenmos","Sphagnum subnitens",3,"s","07/30/13 00:00:00","Jan Erik Plantinga","org.nr. =  28612"
50518,"p",189525,538308,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28613"
50519,"p",189515,538316,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28614"
50520,"p",189511,538323,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28615"
50521,"p",189502,538336,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28616"
50522,"p",189496,538344,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",3,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28617"
50523,"p",189521,538317,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28618"
50524,"p",189514,538303,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28619"
50525,"p",189510,538344,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28620"
50526,"p",189510,538344,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28620"
50527,"p",189521,538332,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28621"
50528,"p",189519,538300,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28622"
50529,"p",189488,538427,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28624"
50530,"p",189518,538481,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28625"
50531,"p",189513,538488,9.0000000000000000e+00,2116,"Gewoon kransblad var.  cras.","Chara vulgaris var. crassicaul",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28626"
50532,"p",189448,538529,9.0000000000000000e+00,1226,"Moerasmelkdistel","Sonchus palustris",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28627"
50533,"p",189851,538409,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28629"
50534,"p",189607,538780,9.0000000000000000e+00,908,"Koningsvaren","Osmunda regalis",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28635"
50535,"p",189893,538352,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  28636"
50536,"p",189297,539659,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",5,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  30001"
50537,"p",189891,537838,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  30002"
